Clade	Species	TaxId	Phylum	Class	Order	Family	Accession_assembly	BUSCO_Duplicate	Unified_Cvalues_methods	N_markers	dN_gccons	dS_gccons	dNdS_gccons	dNdS	dS	dN	BodyLength_cm	Source_BodyLength	BasalMetRate_mLO2hr_pantheria	AgeatFirstBirth_d_pantheria	PopulationDensity_nperkm2_pantheria	PopulationGrpSize_pantheria	MaxLongevity_y	Source_MaxLongevity	Mass_g	Source_mass	Metabolic_rate_w	Source_metabolic_rate	SexMaturity_d	Source_SexMaturity	DepthRangeShallow	DepthRangeDeep	DepthRange	BodyLenght_cm_log	MaxLongevity_y_log	Mass_g_log	Overall_repeat_bp	Overall_repeat_gsperc	dnaPT_DNA_bp	dnaPT_DNA_gsperc	dnaPT_RC_bp	dnaPT_RC_gsperc	dnaPT_LTR_bp	dnaPT_LTR_gsperc	dnaPT_PLE_bp	dnaPT_PLE_gsperc	dnaPT_LINE_bp	dnaPT_LINE_gsperc	dnaPT_SINE_bp	dnaPT_SINE_gsperc	dnaPT_Retroposon_bp	dnaPT_Retroposon_gsperc	dnaPT_Unknown_bp	dnaPT_Unknown_gsperc	dnaPT_Other_bp	dnaPT_Other_gsperc	DNA_recent_gsperc	LINE_recent_gsperc	LTR_recent_gsperc	Other_recent_gsperc	Overall_TEs_recent_gsperc	PLE_recent_gsperc	RC_recent_gsperc	Retroposon_recent_gsperc	SINE_recent_gsperc	Unknown_recent_gsperc	DNA_recent_bp	LINE_recent_bp	LTR_recent_bp	Other_recent_bp	Overall_TEs_recent_bp	PLE_recent_bp	RC_recent_bp	Retroposon_recent_bp	SINE_recent_bp	Unknown_recent_bp
Aves	Anseranas_semipalmata	8851	Chordata	Aves	Anseriformes	Anseranatidae	GCA_013399115.1	0.2	1375228736.06631	753	0.008831583303419	0.061544677831283	0.143498733190695	0.132210021369481	48.3141369261334	6.38761307545214	NA	NA	NA	NA	NA	NA	NA	NA	2418.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.79090279226304	201696304	14.77	149324	0.01	3124	0	9370588	0.68	3376	0	30669488	2.24	63904	0	0	0	160199872	11.73	1236628	0.09	0.011055849227907	0.705308487493412	0.309329378751127	0	12.3098872498712	0	0.000234399630274	0	0.00480519242061	11.2791539423478	152043	9699605	4253987	0	169289107	0	3224	0	66082	155114166
Aves	Anser_brachyrhynchus	132585	Chordata	Aves	Anseriformes	Anatidae	GCA_002592135.1	0.3	1357755379.75512	775	0.00283738745338	0.013911623261674	0.203958042854505	0.146632499200314	13.2387299957485	1.94122806551477	NA	NA	NA	NA	NA	NA	40.9	AnAge	2645	CRC_AvianBodyMasses	NA	NA	1095	AnAge	NA	NA	NA	NA	3.71113006304876	7.8804263442924	143370892	10.65	82960	0	324	0	11096504	0.82	2200	0	36380200	2.7	67348	0	1388	0	93770176	6.96	1969792	0.14	0.006235227935475	0.92880782097386	0.411490594968205	0	8.04110152018991	6.88975462483391E-05	3.44487731241696E-05	0.000103346319373	0.006235227935475	6.68809150696503	84659	12610938	5587036	0	109178488	935	468	1403	84659	90807922
Aves	Branta_canadensis	8853	Chordata	Aves	Anseriformes	Anatidae	GCA_006130075.1	0.8	1401804207.58498	773	0.002485594585813	0.013982131962388	0.17776935538153	0.136723394365849	12.5877799911073	1.7210440079147	NA	NA	NA	NA	NA	NA	42	AnAge	3564	CRC_AvianBodyMasses	NA	NA	730	AnAge	NA	NA	NA	NA	3.73766961828337	8.1786387885907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Asarcornis_scutulata	75869	Chordata	Aves	Anseriformes	Anatidae	GCA_013398475.1	0.6	1358954938.45922	773	0.00291446385123	0.018103394447409	0.16098991046662	0.120748795829774	15.6830444875094	1.89370873681154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Cairina_moschata	8855	Chordata	Aves	Anseriformes	Anatidae	GCA_018104995.1	0.1	1310520000	763	0.004953217858621	0.027825114539579	0.178012487660227	0.129468056655408	26.3286511085686	3.40871929338464	NA	NA	NA	NA	NA	NA	NA	NA	2450	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.80384330353877	156040944	11.99	74424	0	9800	0	12489892	0.95	20160	0	31413032	2.41	129960	0	3068	0	106755404	8.2	5145204	0.39	0.004395413048375	1.0212150527682	0.650732449094566	0	9.23214247224233	0.001436961958123	0.000295845109025	4.22635870036089E-05	0.001944125002166	7.54709325840845	57603	13383228	8527979	0	120989074	18832	3877	554	25478	98906167
Aves	Aythya_fuligula	219594	Chordata	Aves	Anseriformes	Anatidae	GCA_009819795.1	0.8	1369873574.12986	788	0.002859514152889	0.023962175260534	0.119334497882535	0.099905545714182	19.2367635251131	1.9218593577511	NA	NA	NA	NA	NA	NA	45.2	AnAge	701.5	CRC_AvianBodyMasses	2.70277777777778	AnimalTraits	365	AnAge	NA	NA	NA	NA	3.81109708683819	6.55322089954252	126331568	9.28	113748	0	8448	0	16384440	1.2	1756	0	32804804	2.41	27404	0	0	0	73506468	5.4	3484500	0.25	0.007819180616418	0.742406244697098	0.761288734058022	0	6.37654179268857	8.3182772515081E-05	0.000249548317545	0	0.002495483175452	4.86011984973864	107113	10170027	10428693	0	87350561	1139	3418	0	34185	66577497
Aves	Callipepla_squamata	9009	Chordata	Aves	Galliformes	Odontophoridae	GCA_002218305.1	1	1270962225.41092	778	0.004483413262493	0.040028499190693	0.112005529888453	0.16136728924902	20.2594715008065	3.26921599770292	NA	NA	NA	NA	NA	NA	NA	NA	184	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.21493575760899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Colinus_virginianus	9014	Chordata	Aves	Galliformes	Odontophoridae	GCA_008692595.2	0.3	1153874004.50815	772	0.003319243233545	0.023643996543019	0.140384187060178	0.120075340658242	20.254601586708	2.43207818542093	NA	NA	NA	NA	NA	NA	6.4	AnAge	178	CRC_AvianBodyMasses	1.11454166666667	AnimalTraits	365	AnAge	NA	NA	NA	NA	1.85629799036563	5.18178355029209	174197028	15.2	1910688	0.16	1560	0	15472556	1.35	1464	0	37824876	3.3	39188	0	1276	0	110876732	9.67	8068688	0.7	0.022039085947483	0.668898640015056	1.07833037827986	0	9.13453252374774	0.000198104143348	9.90520716740791E-05	4.95260358370395E-05	0.003565874580267	7.3523876501877	254303	7718248	12442574	0	105400996	2286	1143	571	41146	84837290
Aves	Odontophorus_gujanensis	886794	Chordata	Aves	Galliformes	Odontophoridae	GCA_013399175.1	0.2	1189189471.08351	757	0.005469523943573	0.034044438160981	0.160658370031252	0.137832464777573	27.8720532842711	3.84167380258292	NA	NA	NA	NA	NA	NA	NA	NA	314.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.7509840761405	206662496	17.5	1564668	0.13	1016	0	19847124	1.68	5508	0	48216000	4.08	62420	0	3924	0	134289072	11.37	2672764	0.22	0.02890107158701	1.05891189038628	1.30225621631486	0	11.8468773583252	0.000449472341944	0	0.000359577873555	0.005213879166552	9.45078525065499	343689	12592469	15486294	0	140881818	5345	0	4276	62003	112387743
Aves	Coturnix_japonica	93934	Chordata	Aves	Galliformes	Phasianidae	GCA_001577835.2	0.2	1378980000	788	0.016648443913268	0.15491626028373	0.107467375489027	0.106389807990646	107.9180099	11.4813763519936	NA	NA	NA	NA	NA	NA	6	AnAge	94.8	CRC_AvianBodyMasses	0.977777777777778	AnimalTraits	57.5	AnAge	NA	NA	NA	NA	1.79175946922805	4.55176940926098	341419728	25.03	9445872	0.69	1144	0	14520504	1.06	0	0	52801980	3.87	553468	0.04	0	0	259036004	18.99	5059992	0.37	0.561352001164562	2.00657678991438	0.938661596057978	0	18.7928279183505	0	0.000106644882672	0	0.024235049587204	15.2610160164617	7740932	27670293	12943956	0	259149338	0	1471	0	334196	210446359
Aves	Lagopus_leucura	30410	Chordata	Aves	Galliformes	Phasianidae	GCA_019238085.1	0.6	1235546459.03845	780	0.003185508702776	0.031917958528257	0.099803021548375	0.182020592556813	13.1273363654077	2.38944554392411	NA	NA	NA	NA	NA	NA	15	AnAge	355	CRC_AvianBodyMasses	NA	NA	365	AnAge	NA	NA	NA	NA	2.70805020110221	5.87211778947542	107991544	8.8	1534708	0.12	90764	0	4804008	0.39	80680	0	48307016	3.93	397304	0.03	508	0	51045412	4.16	1731144	0.14	0.023437812360551	1.05778064137803	0.303129039863123	0	4.78071628711963	0.000137869484474	0.003676519585969	4.59564948246093E-05	0.001562520824037	3.39094592712862	289585	13069371	3745300	0	59067971	1703	45425	568	19306	41896712
Aves	Lagopus_muta_japonica	1604048	Chordata	Aves	Galliformes	Phasianidae	GCA_004320205.1	0.4	1219254363.70803	732	0.00272701548449	0.01733681399459	0.157296230168972	0.113482501325661	14.8779818633463	1.68839059653036	NA	NA	NA	NA	NA	NA	NA	NA	535.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2832008898878	129156412	10.66	2304220	0.19	832	0	5467672	0.45	13960	0	48575792	4.01	74420	0	3300	0	71251212	5.88	1465004	0.12	0.033589025428224	1.03431361587762	0.270187075647148	0	6.28257505077604	0.000142729569808	9.51530465388793E-05	0.000285459139617	0.005756759315602	4.93820523275149	409536	12610914	3294268	0	76600570	1740	1160	3480	70190	60209283
Aves	Syrmaticus_mikado	9065	Chordata	Aves	Galliformes	Phasianidae	GCA_003435085.1	0.2	1296553652.6791	794	0.00585413220876	0.042874931273085	0.136539745602701	0.108394014369657	39.897382645081	4.32463746774262	NA	NA	NA	NA	NA	NA	NA	NA	1157.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.05401778596039	215538688	16.74	2459600	0.19	2436	0	7351256	0.57	141200	0.01	54516908	4.23	44992	0	332	0	149698708	11.62	1323256	0.1	0.019083136583057	1.00601503888082	0.338404769586101	0	9.84826767051382	0.011124698456491	0.000213936508779	0	0.003037898424657	8.47034540477215	247423	13043525	4387599	0	127688074	144238	2774	0	39388	109822573
Aves	Pavo_muticus	9050	Chordata	Aves	Galliformes	Phasianidae	GCA_016647715.1	0.5	1310520000	774	0.006999121056264	0.045510103957897	0.153792684427596	0.10687614725113	47.207123950284	5.04531553061288	NA	NA	NA	NA	NA	NA	NA	NA	2767.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.92569966458279	213204608	16.4	3652488	0.28	2788	0	11377392	0.87	34612	0	69468640	5.34	21364	0	280	0	125694136	9.67	2952908	0.22	0.021429963683929	1.31193017206071	0.571609282584403	0	9.71380409136416	0.002512726060092	3.58960865727458E-05	0	0.00183070041521	7.80445535047324	280844	17193107	7491054	0	127301345	32930	470	0	23992	102278948
Aves	Penelope_pileata	1118817	Chordata	Aves	Galliformes	Cracidae	GCA_013396635.1	0.2	1250010097.661	758	0.016772822989079	0.12917245753346	0.129848292038066	0.107426774409096	107.12498863	11.508091987132	NA	NA	NA	NA	NA	NA	NA	NA	1260	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.13886699994552	152090444	12.25	4414600	0.35	14664	0	12100836	0.97	34588	0	43588144	3.51	56884	0	0	0	90715152	7.31	1165576	0.09	0.041197768189309	0.985309709270056	0.595713713744675	0	7.3305392740601	0.000945100000172	0.000171836363668	0	0.004467745455358	5.70273340103686	514976	12316471	7446482	0	91632481	11814	2148	0	55847	71284743
Aves	Apteryx_haastii	8823	Chordata	Aves	Apterygiformes	Apterygidae	GCA_003342985.1	0.3	1484172529.93169	775	0.000692161476817	0.003625167510282	0.190932274123449	0.167799819417215	2.87284540457306	0.482062940100936	NA	NA	NA	NA	NA	NA	NA	NA	1692	CRC_AvianBodyMasses	4.185	AnimalTraits	NA	NA	NA	NA	NA	NA	NA	7.43366654016617	211009868	14.33	1562632	0.1	5844	0	4918056	0.33	42868	0	35404948	2.4	156592	0.01	0	0	167360400	11.37	1558528	0.1	0.0461539875809	1.38271767738933	0.273785707923239	0	10.387278236588	0.002314039212504	0.000221894171062	0	0.010777716880155	8.67130721343081	685005	20521916	4063452	0	154165130	34344	3293	0	159960	128697160
Aves	Apteryx_owenii	8824	Chordata	Aves	Apterygiformes	Apterygidae	GCA_003342965.1	0.2	1496076520.63694	784	0.000910873327653	0.005118164549969	0.177968746170563	0.14265711276562	4.53988154424158	0.647646393399427	NA	NA	NA	NA	NA	NA	NA	NA	1243	CRC_AvianBodyMasses	2.37666666666667	AnimalTraits	NA	NA	NA	NA	NA	NA	NA	7.12528309151071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Apteryx_rowi	308060	Chordata	Aves	Apterygiformes	Apterygidae	GCA_003343035.1	0.2	1493203700.61271	784	0.001644393963238	0.016620841916596	0.098935659907571	0.188226207197704	6.36678456648437	1.19839571099423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	233536692	15.77	1367440	0.09	9196	0	4032556	0.27	155488	0.01	37179612	2.51	43320	0	1404	0	189708104	12.81	1039572	0.07	0.037572414000919	1.47373634900347	0.211968681493907	0	11.3812711717571	0.006340541042762	0.000219721719304	9.4166451130123E-05	0.002824993533904	9.6485143045117	561033	22005886	3165124	0	169945562	94677	3281	1406	42183	144071973
Aves	Casuarius_casuarius	8787	Chordata	Aves	Casuariiformes	Casuariidae	GCA_003342895.1	0.5	1469116300.69421	795	0.003020415274616	0.017769035365442	0.169981949638653	0.139613441803835	17.1955812564856	2.40073428303546	NA	NA	NA	NA	NA	NA	30	AnAge	44000	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	3.40119738166216	10.6919449129004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Dromaius_novaehollandiae	8790	Chordata	Aves	Casuariiformes	Dromaiidae	GCA_003342905.1	0.4	1594140000	784	0.003864676398234	0.020132391674939	0.191963104068011	0.147526178622145	18.4378786700246	2.72006978208749	NA	NA	NA	NA	NA	NA	16.6	AnAge	34200	CRC_AvianBodyMasses	43.465	AnimalTraits	NA	NA	NA	NA	NA	NA	2.8094026953625	10.4399809230507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Rhea_americana	8797	Chordata	Aves	Rheiformes	Rheidae	GCA_003343005.1	0.3	1410821101.2489	776	0.001952776915877	0.009707581649574	0.201159978496033	0.155743899367955	7.7414022176756	1.20567616795653	NA	NA	NA	NA	NA	NA	NA	NA	23000	CRC_AvianBodyMasses	NA	NA	426	AnAge	NA	NA	NA	NA	NA	10.0432494949113	165608656	11.83	89488	0	992	0	3953328	0.28	87056	0	30673900	2.19	607144	0.04	0	0	129387608	9.24	809140	0.05	0.00519994800052	0.724859418072486	0.23629763702363	0	8.58861411385886	0.005533278000553	3.33330000033333E-05	0	0.019666470001967	7.5970240297597	73362	10226470	3333737	0	121169980	78065	470	0	277459	107180418
Aves	Rhea_pennata	8795	Chordata	Aves	Rheiformes	Rheidae	GCA_003342835.1	0.5	1419843476.48374	778	0.002406355141624	0.021107904684909	0.114002558640719	0.169316548389631	10.1095460171052	1.7117134374024	NA	NA	NA	NA	NA	NA	NA	NA	23900	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0816337379196	199814896	14.19	85616	0	0	0	2795572	0.19	80036	0	26139592	1.85	542084	0.03	0	0	168954872	12	1217124	0.08	0.005782333154907	0.577341184089663	0.166828571995004	0	10.127971293194	0.004956285561349	0	0	0.015364485240182	9.35594721225458	82100	8197341	2368705	0	143801340	70371	0	0	218152	132839806
Aves	Crypturellus_cinnamomeus	889801	Chordata	Aves	Tinamiformes	Tinamidae	GCA_003342915.1	1.9	1363874051.0521	759	0.005401854729006	0.062659256136818	0.086210004108747	0.16376410891518	20.6225533891973	3.37723407933762	NA	NA	NA	NA	NA	NA	NA	NA	422	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.04500531403601	189644624	14.02	95416	0	7096	0	4300696	0.31	43564	0	24855220	1.83	56400	0	0	0	156742296	11.59	3543936	0.26	0.005169944698825	0.783177689275984	0.227132903768373	0	9.7532040732271	0.001240786727718	0.000275730383937	0	0.004032556865083	8.73217446150718	70512	10681557	3097807	0	133021420	16923	3761	0	54999	119095862
Aves	Crypturellus_undulatus	48396	Chordata	Aves	Tinamiformes	Tinamidae	GCA_013389825.1	0.5	1242086877.24504	722	0.002956166946837	0.027808518320705	0.106304367343309	0.141647746190663	12.8953971365193	1.82660394062149	NA	NA	NA	NA	NA	NA	NA	NA	567	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.34035930372775	344561232	27.93	136356	0.01	13020	0	7686376	0.62	88196	0	38726296	3.14	69548	0	2792	0	289203276	23.45	8635372	0.7	0.010982288563716	1.60495709646443	0.45758022970228	0	20.7590213600974	0.004220466266222	0.000862245796325	0.000226906788507	0.005944957858871	18.6717058126258	136410	19934961	5683544	0	257845080	52422	10710	2818	73842	231918808
Aves	Crypturellus_soui	458187	Chordata	Aves	Tinamiformes	Tinamidae	GCA_013389845.1	0.8	1268636077.40621	730	0.005083690855318	0.038213712482065	0.133033158128881	0.114615937198876	29.8455102159443	3.42077112457909	NA	NA	NA	NA	NA	NA	NA	NA	217	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.37989735354046	299942456	23.81	139140	0.01	7796	0	6262216	0.49	112988	0	45496412	3.61	208164	0.01	15828	0	244302064	19.39	3397848	0.26	0.010966458303959	1.84585635730064	0.351508559432609	0	18.1611263671705	0.006400830765168	0.000358088434415	0.001029504248943	0.018083465937957	15.9269231027468	139124	23417200	4459364	0	230398601	81203	4543	13061	229413	202054693
Aves	Eudromia_elegans	8805	Chordata	Aves	Tinamiformes	Tinamidae	GCA_003342815.1	0.3	1212720000	778	0.013336866882094	0.101344120157278	0.131599809257764	0.122617856788778	74.9061924428259	9.18483677754709	NA	NA	NA	NA	NA	NA	NA	NA	694.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.5431921621944	86634640	7.2	93420	0	6020	0	777952	0.06	256	0	21516268	1.78	45856	0	936	0	59807596	4.97	4386336	0.36	0.00637731192051	0.575851941234423	0.034282882869651	0	4.62347384161927	3.86503752758187E-05	0.000309203002207	0.000115951125827	0.002550924768204	3.99695125839824	77339	6983472	415755	0	56069792	469	3750	1406	30936	48471827
Aves	Nothoprocta_perdicaria	30464	Chordata	Aves	Tinamiformes	Tinamidae	GCA_003342845.1	0.2	1174889467.45878	758	0.015536901800196	0.129362899934423	0.120103227494681	0.108700184736007	90.97118649837	9.88858477802654	NA	NA	NA	NA	NA	NA	NA	NA	458	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.12686918411419	122729640	10.53	162360	0.01	2352	0	2181664	0.18	22404	0	29100224	2.49	126884	0.01	152	0	88450932	7.59	2682668	0.23	0.011611894570382	1.08521334960861	0.159773284741611	0	6.91123205393665	0.00151632987517	0.000119710253303	3.99034177676352E-05	0.010334985201818	5.64254278943246	136427	12750057	1877159	0	81199337	17815	1406	469	121425	66293641
Aves	Rhynochetos_jubatus	54386	Chordata	Aves	Gruiformes	Rhynochetidae	GCA_013398095.1	0.5	1357050487.74072	746	0.017395155893279	0.116030325037514	0.149919048211358	0.113114752101244	113.885045	12.882078633214	NA	NA	NA	NA	NA	NA	NA	NA	860	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.75693238924755	240836952	17.89	66396	0	2100	0	18741416	1.39	163428	0.01	27573812	2.04	29256	0	0	0	192164308	14.27	2096236	0.15	0.004734164040591	0.448155482957009	0.395682153285727	0	13.0943002110498	0.005709907774148	0.000144554627194	0	0.002204458064703	12.2376694903004	64245	6081696	5369607	0	177696265	77486	1962	0	29916	166071354
Aves	Falco_tinnunculus	100819	Chordata	Aves	Falconiformes	Falconidae	GCA_010332995.1	0.6	1506120000	772	0.011019633255956	0.076971572161261	0.143164975672699	0.139733813824522	60.66854518	8.4774471971867	NA	NA	NA	NA	NA	NA	23.8	AnAge	184	CRC_AvianBodyMasses	NA	NA	365	AnAge	NA	NA	NA	NA	3.16968558067743	5.21493575760899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Herpetotheres_cachinnans	56343	Chordata	Aves	Falconiformes	Falconidae	GCA_013399355.1	0.2	1428324664.90094	782	0.006808923654178	0.037303901880116	0.18252577642038	0.131479532538679	38.2787306318906	5.03286960965499	NA	NA	NA	NA	NA	NA	NA	NA	625	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.4377516497364	189899860	13.38	132236	0	1149972	0.08	19056808	1.34	91032	0	28438840	2	222704	0.01	0	0	139977084	9.86	831184	0.05	0.009584610948661	0.407226157681227	0.474118754927089	0	8.74687601586892	0.006269932995582	0.057827152723587	0	0.007907304032645	7.78394210256013	136899	5816512	6771955	0	124933788	89555	825959	0	112942	111179965
Aves	Amazona_guildingii	175529	Chordata	Aves	Psittaciformes	Psittacidae	GCA_013399615.1	0.7	1377819835.5406	763	0.005203094536944	0.02910286522456	0.178782896350463	0.143950526046496	27.7352666641644	3.9925062263463	NA	NA	NA	NA	NA	NA	28	AnAge	646	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	3.3322045101752	6.4707995037826	183306740	13.4	210696	0.01	0	0	14302028	1.04	17792	0	40860940	2.98	79964	0	992	0	126239116	9.23	1595212	0.11	0.013187281309316	0.908884344467166	0.360439540159885	0	9.60795327627047	0.00103806587566	0	7.68937685674422E-05	0.00599771394826	8.31790652101449	181697	12522789	4966207	0	132380286	14303	0	1059	82638	114605766
Aves	Myiopsitta_monachus	176066	Chordata	Aves	Psittaciformes	Psittacidae	GCA_017639245.1	0.6	1420197250.21964	818	0.006747634145834	0.042617863499024	0.158328775584637	0.129200512721587	40.9597815953813	5.29202478308749	NA	NA	NA	NA	NA	NA	22.1	AnAge	120	CRC_AvianBodyMasses	0.5189	AnAge	730	AnAge	NA	NA	NA	NA	3.09557760852371	4.78749174278205	224971064	15.95	159012	0.01	1564	0	16887444	1.19	12048	0	36321092	2.57	215856	0.01	332	0	167559720	11.88	3813996	0.27	0.010104788284313	0.657870611445629	0.48955254530653	0	10.6036307156227	0.000448196254546	0.000122235342149	4.07451140496487E-05	0.00696741450249	9.43852417937303	143508	9343060	6952612	0	150592472	6365	1736	579	98951	134045661
Aves	Ara_ararauna	9226	Chordata	Aves	Psittaciformes	Psittacidae	GCA_010014805.1	1	1418100000	610	0.003119094591525	0.023544561530058	0.132476223332643	0.206647764734614	6.34200207190512	1.31056055210148	NA	NA	NA	NA	NA	NA	43	AnAge	1125	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	3.76120011569356	7.02553831463852	262049980	18.61	402432	0.02	6004	0	16341748	1.16	62084	0	38253692	2.71	180744	0.01	772	0	204080172	14.49	2722332	0.19	0.018861351049388	0.802067940909109	0.382352823396084	0	12.8268399828606	0.00412466912545	0.000200226656575	8.00906626300973E-05	0.006367207679093	11.6126655373883	267473	11374125	5422145	0	181897418	58492	2839	1136	90293	164679210
Aves	Ara_glaucogularis	303304	Chordata	Aves	Psittaciformes	Psittacidae	GCA_013433245.1	0.3	1385242590.59028	827	0.002080373506385	0.012622910599843	0.164809335369169	0.14488310223304	10.1761472761389	1.4743517861473	NA	NA	NA	NA	NA	NA	22	AnAge	784	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	3.09104245335832	6.66440902035041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Aratinga_weddellii	190661	Chordata	Aves	Psittaciformes	Psittacidae	GCA_009867205.1	0.7	1354198917.42734	632	0.001530453254541	0.008793760592647	0.174038539987153	0.160100627494985	6.42269242625374	1.02827708765051	NA	NA	NA	NA	NA	NA	NA	NA	108	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.68213122712422	179279628	13.33	224148	0.01	1312	0	14823520	1.1	3012	0	38224536	2.84	69696	0	0	0	124714132	9.27	1219272	0.09	0.011537598683859	0.818613992543293	0.365271827961584	0	9.12931725191492	0.000299122928841	0.000128195540932	0	0.004700503167498	7.92863781554798	156242	11085662	4946507	0	123629115	4051	1736	0	63654	107369527
Aves	Eupsittula_pertinax	492513	Chordata	Aves	Psittaciformes	Psittacidae	GCA_011317185.1	4.9	1423914129.28578	626	0.007368479455953	0.114359515442527	0.064432587244182	0.157345360542809	24.8244485206984	3.9060118027657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	230238328	16.28	187376	0.01	1392	0	16135428	1.14	70624	0	37529828	2.65	122928	0	1696	0	172828024	12.22	3361032	0.23	0.008858911518891	0.796897520192453	0.499537435373431	0	11.5523037821889	0.004166520029433	0.000121354952314	0.000121354952314	0.004449681584831	10.2381510035852	126143	11347136	7112984	0	164494886	59328	1728	1728	63360	145782479
Aves	Guaruba_guarouba	51906	Chordata	Aves	Psittaciformes	Psittacidae	GCA_011800095.1	0.6	1399579110.99043	627	0.001333169452503	0.006148196876243	0.216839095972066	0.18180256735724	3.78897248995941	0.688844926320575	NA	NA	NA	NA	NA	NA	23.2	AnAge	250	AnAge	NA	NA	NA	NA	NA	NA	NA	NA	3.14415227867226	5.52146091786225	237110040	17.06	238068	0.01	4816	0	16516904	1.18	17108	0	31890032	2.29	73056	0	1400	0	187210524	13.47	1158132	0.08	0.010313594418103	0.569408248348092	0.491302134098741	0	11.6030383115382	0.00105989507854	0.000366886757956	0.000122295585985	0.005136414611387	10.5253288426394	144347	7969319	6876162	0	162393700	14834	5135	1712	71888	147310304
