Phylum	SubPhylum	Class	Order	Family	Species	Accession_assembly	Assembly_size	Reads_assembly	Cvalue	Chromnum	Method	Celltype	Stdsp	Date	Reference	Notes
Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Chlorocebus sabaeus	GCA_015252025.1	2937827970	SR	3951120000	60	FCM	LK	HS	1994	Manfredi Romanini, M.G., D. Formenti, C. Pellicciari, E. Ronchetti, and Y. Rumpler (1994). Possible meaning of C-heterochromatic DNA (ChDNA) in primates. In: Current Primatology, Vol. 1: Ecology and Evolution, edited by B. Thierry, J.R. Anderson, J.J. Roe	one measure
Chordata	Vertebrata	Mammalia	Primates	Hominidae	Pan troglodytes	GCA_002880755.3	3050398082		3383880000		FCM	LK	HS, OM	2005	Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.	most recent
Chordata	Vertebrata	Mammalia	Proboscidea	Elephantidae	Elephas maximus	GCA_014332765.1	3128770357	SR	3941340000		FCM	LK	HS, OM	2005	Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.	one measure
Chordata	Vertebrata	Mammalia	Proboscidea	Elephantidae	Loxodonta africana	GCA_000001905.1	3196738102		4019580000		FCM	LK	HS, OM	2005	Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Anodorhynchus hyacinthinus	GCA_009936445.1	1119461287	SR	1320300000		FCM	RBC	HS	2008	Costantini, D., L. Racheli, D. Cavallo, G. DellOmo (2008). Genome size variation in parrots: longevity and flying ability. Journal of Avian Biology 39: 453-459.	most recent
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Ara ararauna	GCA_010014805.1	1128178780	SR	1418100000		FCM	RBC	HS	2008	Costantini, D., L. Racheli, D. Cavallo, G. DellOmo (2008). Genome size variation in parrots: longevity and flying ability. Journal of Avian Biology 39: 453-459.	most recent
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Ara militaris	GCA_010015965.1	1177230593	SR	1349640000		FCM	RBC	HS	2008	Costantini, D., L. Racheli, D. Cavallo, G. DellOmo (2008). Genome size variation in parrots: longevity and flying ability. Journal of Avian Biology 39: 453-459.	most recent
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Eclectus roratus	GCA_011763535.1	1101365900	SR	1555020000		FCM	RBC	HS	2008	Costantini, D., L. Racheli, D. Cavallo, G. DellOmo (2008). Genome size variation in parrots: longevity and flying ability. Journal of Avian Biology 39: 453-459.	most recent
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Psittacus erithacus	GCA_009867235.1	1118034822	SR	1369200000		FCM	RBC	HS	2008	Costantini, D., L. Racheli, D. Cavallo, G. DellOmo (2008). Genome size variation in parrots: longevity and flying ability. Journal of Avian Biology 39: 453-459.	most recent
Chordata	Vertebrata	Aves	Psittaciformes	Psittaculidae	Lorius garrulus	GCA_010014925.1	1091728784	SR	1330080000		FCM	RBC	GD, HS, V	1990	Nakamura, D., T.R. Tiersch, M. Douglass, and R.W. Chandler (1990). Rapid identification of sex in birds by flow cytometry. Cytogenetics and Cell Genetics 53: 201-205.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittaculidae	Melopsittacus undulatus	GCA_012275295.1	1171617451	LR-SR	1300740000	58-60	FCM	RBC	GD	2000	Canon, N.R., L.A. Tell, M.L. Needham, and I.A. Gardner (2000). Flow cytometric analysis of nuclear DNA for sex identification in three psittacine species. American Journal of Veterinary Research 61: 847-850.	one measure
Chordata	Vertebrata	Chondrichthyes	Rajiformes	Rajidae	Amblyraja radiata	GCA_010909765.2	2558784953	LR-SR	4254300000		FCM	RBC	GD	2002	Schwartz, F.J. and M.B. Maddock (2002). Cytogenetics of the elasmobranchs: genome evolution and phylogenetic implications. Marine and Freshwater Research 53: 491-502.	one measure
Nematoda		Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne incognita	GCA_014132215.1	193150271	LR	48900000		FCM	WB	CE	2003	Leroy, S., C. Dupperray, and S. Morand (2003). Flow cytometry for parasite nematode genome size measurement. Molecular and Biochemical Parasitology 128: 91-93.	one measure
Nematoda		Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis elegans	GCA_000002985.3	100286401		97800000		FCM	WB	DS	2003	Bennett, M.D., I.J. Leitch, H.J. Price, and J.S. Johnston (2003).  Comparisons with Caenorhabditis (100 Mb) and Drosophila (175 Mb) using flow cytometry show genome size in Arabidopsis to be 157 Mb and thus 25 % larger than the Arabidopsis Genome Init	one measure
Cnidaria		Scyphozoa	Rhizostomeae	Rhizostomatidae	Nemopilema nomurai	GCA_003864495.1	213621014	LR-SR	283620000		FCM	TN, WB	HDH	2017	Adachi, K., H. Miyake, T. Kuramochi, K. Mizusawa, and S.-i. Okumura (2017). Genome size distribution in phylum Cnidaria. Fisheries Science 83: 107-112.	one measure
Chordata	Vertebrata	Mammalia	Rodentia	Caviidae	Cavia porcellus	GCA_000151735.1	2723219641	Sanger	4009800000		FCM	KC, LV, SP	GD	2002	Gallardo, M.H., J.W. Bickham, G. Kausel, N. Kohler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.	most recent
Chordata	Vertebrata	Mammalia	Rodentia	Caviidae	Cavia tschudii	GCA_004027695.1	3077352510	SR	4449900000		FCM	KC	GD	2002	Gallardo, M.H., J.W. Bickham, G. Kausel, N. Kohler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.	one measure
Chordata	Vertebrata	Mammalia	Rodentia	Cricetidae	Mesocricetus auratus	GCA_017639785.1	2457078271	LR	3354540000	44	FCM	SP	HS, RT	1998	Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.	one measure
Chordata	Vertebrata	Mammalia	Rodentia	Cricetidae	Ondatra zibethicus	GCA_004026605.1	2562752769	SR	2718840000	54	FCM	SP	HS, RT	1998	Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.	one measure
Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Mus musculus	GCA_000001635.9	2728222451		3178500000	40	FCM	SP	HS, RT	1998	Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.	most recent
Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Rattus norvegicus	GCA_015227675.2	2647915728	LR-SR	2982900000	42	FCM	SP	HS, RT	1998	Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.	most recent
Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Rattus rattus	GCA_011064425.1	2382787281	LR-SR	2963340000	42	FCM	SP	HS, RT	1998	Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus gorbuscha	GCA_017355495.1	2533396071	LR-SR	2513460000	52	FCM	RBC	GD	1987	Johnson, O.W., F.M. Utter, and P.S. Rabinovitch (1987). Interspecies differences in salmonid cellular DNA identified by flow cytometry. Copeia 1987: 1001-1009.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus keta	GCA_012931545.1	1853104330	LR-SR	2581920000	74	FCM	RBC	GD	1987	Johnson, O.W., F.M. Utter, and P.S. Rabinovitch (1987). Interspecies differences in salmonid cellular DNA identified by flow cytometry. Copeia 1987: 1001-1009.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus kisutch	GCA_002021735.2	2375911593	LR-SR	2542800000		FCM	RBC	GD	1987	Johnson, O.W., F.M. Utter, and P.S. Rabinovitch (1987). Interspecies differences in salmonid cellular DNA identified by flow cytometry. Copeia 1987: 1001-1009.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus mykiss	GCA_013265735.3	2341688614	LR	2630820000		FCM	RBC	HS	2005	Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.	most recent
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus nerka	GCA_006149115.1	1927141915	LR-SR	2801970000		FCM	RBC	GD	1987	Johnson, O.W., F.M. Utter, and P.S. Rabinovitch (1987). Interspecies differences in salmonid cellular DNA identified by flow cytometry. Copeia 1987: 1001-1009.	average of most recent ones
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus tshawytscha	GCA_018296145.1	2294859190	LR	2523240000		FCM	RBC	GD	1987	Johnson, O.W., F.M. Utter, and P.S. Rabinovitch (1987). Interspecies differences in salmonid cellular DNA identified by flow cytometry. Copeia 1987: 1001-1009.	one measure
Arthropoda	Chelicerata	Arachnida	Sarcoptiformes	Trhypochthoniidae	Archegozetes longisetosus	GCA_018873245.1	198015961	LR	146700000		FCM	BR	DM	2011	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19	one measure
Cnidaria		Scyphozoa	Semaeostomeae	Pelagiidae	Sanderia malayensis	GCA_013076295.1	184371355	LR-SR	254280000		FCM	TN, WB	HDH	2017	Adachi, K., H. Miyake, T. Kuramochi, K. Mizusawa, and S.-i. Okumura (2017). Genome size distribution in phylum Cnidaria. Fisheries Science 83: 107-112.	one measure
Chordata	Vertebrata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus oculatus	GCA_000242695.1	945878036	SR	1369200000	68	FCM	RBC	MM	1990	Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.	one measure
Chordata	Vertebrata	Actinopteri	Siluriformes	Bagridae	Tachysurus fulvidraco	GCA_003724035.1	713810725	SR	968220000		FCM	RBC	GD	2012	Zhu, D., W. Song, K. Yang, X. Cao, Y. Gul, and W. Wang (2012). Flow cytometric determination of genome size for eight commercially important fish species in China.	one measure
Chordata	Vertebrata	Actinopteri	Siluriformes	Ictaluridae	Ameiurus melas	GCA_012411365.1	868496679	LR-SR	1075800000		FCM	RBC	HS	1993	Tiersch, T.R. and C.A. Goudie (1993). Inheritance and variation of genome size in half-sib families of hybrid catfishes. Journal of Heredity 84: 122-125.	one measure
Chordata	Vertebrata	Actinopteri	Siluriformes	Ictaluridae	Ictalurus punctatus	GCA_001660625.2	821751792		1026900000		FCM	RBC	HS	1993	Tiersch, T.R. and C.A. Goudie (1993). Inheritance and variation of genome size in half-sib families of hybrid catfishes. Journal of Heredity 84: 122-125.	most recent
Arthropoda	Hexapoda	Insecta	Siphonaptera	Pulicidae	Ctenocephalides felis	GCA_003426905.1	775452550	LR	459660000		FCM	BR	DV	2011	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19	one measure
Chordata	Vertebrata	Actinopteri	Spariformes	Sparidae	Sparus aurata	GCA_900880675.2	833595063		929100000		FCM	RBC	HS	2005	Peruzzi, S., B. Chatain, and B. Menu (2005). Flow cytometric determination of genome size in European seabass (Dicentrarchus labrax), gilthead seabream (Sparus aurata), thinlip mullet (Liza ramada), and European eel (Anguilla anguilla). Aquatic Living Res	one measure
Chordata	Vertebrata	Aves	Sphenisciformes	Spheniscidae	Spheniscus demersus	GCA_010077935.1	1275043525	SR	1594140000	74	FCM	RBC	GD, HS, V	1990	Nakamura, D., T.R. Tiersch, M. Douglass, and R.W. Chandler (1990). Rapid identification of sex in birds by flow cytometry. Cytogenetics and Cell Genetics 53: 201-205.	one measure
Porifera		Demospongiae	Spongillida	Spongillidae	Ephydatia muelleri	GCA_013339895.1	322619961	LR-SR	322740000		FCM	WB	GD	2013	Jeffery, N.W., C.B. Jardine, and T.R. Gregory (2013). A first exploration of genome size diversity in sponges. Genome 56	most recent
Chordata	Vertebrata	Lepidosauria	Squamata	Dactyloidae	Anolis carolinensis	GCA_000090745.2	1799143587	SR	2151600000		FCM	RBC	GD	1994	Peterson, D.G., S.M. Stack, J.L. Healy, B.S. Donohoe, and L.K. Anderson (1994). The relationship between synaptonemal complex length and genome size in four vertebrate classes (Osteichthyes, Reptilia, Aves, Mammalia). Chromosome Research 2: 153-162.	one measure
Chordata	Vertebrata	Lepidosauria	Squamata	Lacertidae	Lacerta agilis	GCA_009819535.1	1391404169	LR-SR	1564800000	38	FCM	RBC	HS, RT	1998	Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.	one measure
Chordata	Vertebrata	Lepidosauria	Squamata	Lacertidae	Lacerta viridis	GCA_900245905.1	1439843026		1623480000		FCM	RBC	HS, RT	1998	Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.	one measure
Chordata	Vertebrata	Lepidosauria	Squamata	Lacertidae	Podarcis muralis	GCA_004329235.1	1511020169	LR-SR	1662600000		FCM	RBC	HS, RT	1998	Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.	one measure
Chordata	Vertebrata	Lepidosauria	Squamata	Varanidae	Varanus komodoensis	GCA_004798865.1	1507945839	LR-SR	1887540000		FCM	RBC	HS, OM	2005	Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.	one measure
Chordata	Vertebrata	Aves	Strigiformes	Strigidae	Bubo bubo	GCA_010303855.1	1258069325	SR	1985340000		FCM	RBC	HS, OM	2005	Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.	one measure
Chordata	Vertebrata	Aves	Strigiformes	Tytonidae	Tyto alba	GCA_018691265.1	1249867532	LR	1691940000	92	FCM	RBC	GD, HS	1994	De Vita, R., D. Cavallo, P. Eleuteri, and G. DellOmo (1994). Evaluation of interspecific DNA content variations and sex identification in Falconiformes and Strigiformes by flow cytometric analysis. Cytometry 16: 346-350.	one measure
Nematoda		Chromadorea	Strongylida	Haemonchidae	Haemonchus contortus	GCA_000469685.2	283439308		58680000		FCM	WB	CE	2003	Leroy, S., C. Dupperray, and S. Morand (2003). Flow cytometry for parasite nematode genome size measurement. Molecular and Biochemical Parasitology 128: 91-93.	one measure
Nematoda		Chromadorea	Strongylida	Heterorhabditidae	Heterorhabditis bacteriophora	GCA_000223415.1	76974349	SR	48900000		FCM	WB	CE	2003	Leroy, S., C. Dupperray, and S. Morand (2003). Flow cytometry for parasite nematode genome size measurement. Molecular and Biochemical Parasitology 128: 91-93.	one measure
Chordata	Vertebrata	NA	Testudines	Chelydridae	Chelydra serpentina	GCA_018859375.1	2257717881	LR-SR	2454780000		FCM	RBC	HS, RT	1998	Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.	one measure
Platyhelminthes		Rhabditophora	Tricladida	Dugesiidae	Schmidtea mediterranea	GCA_002600895.1	773939492	LR	704160000		FCM	WB	HS	NA	J. Baguna. Unpublished data.	one measure
Arthropoda	Chelicerata	Arachnida	Trombidiformes	Tetranychidae	Tetranychus urticae	GCA_000239435.1	90828597		88020000		FCM	BR	DM	2011	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19	one measure
Chordata	Vertebrata	Actinopteri	Acipenseriformes	Acipenseridae	Acipenser ruthenus	GCA_010645085.1	1830501248	LR-SR	1819080000	NA	FIA	RBC	GD	2012	Bytyutskyy, D., J. Srp, and M. Flajshans (2012). Use of Feulgen image analysis densitometry to study the effect of genome size on nuclear size in polyploid sturgeons. Journal of Applied Ichthyology 28: 704-708.	one measure
Chordata	Vertebrata	Actinopteri	Anabantiformes	Osphronemidae	Betta splendens	GCA_900634795.3	441388503		616140000	NA	FIA	RBC	GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	most recent
Chordata	Vertebrata	Actinopteri	Anguilliformes	Anguillidae	Anguilla rostrata	GCA_018555375.2	975288912	LR	987780000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Amphibia	Anura	Pipidae	Xenopus laevis	GCA_017654675.1	2742469346	LR	3031800000	NA	FIA	RBC	GD	NA	T.R. Gregory. Unpublished Data	one measure
Chordata	Vertebrata	Aves	Apodiformes	Trochilidae	Calypte anna	GCA_003957555.2	1059687259	LR-SR	1114920000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Arthropoda	Hexapoda	Insecta	Blattodea	Rhinotermitidae	Coptotermes formosanus	GCA_013340265.1	875711502	SR	841080000	NA	FIA	HE	DM	2008	Koshikawa, S., S. Miyazaki, R. Cornette, T. Matsumoto, and T. Miura (2008). Genome size of termites (Insecta, Dictyoptera, Isoptera) and wood roaches (Insecta, Dictyoptera, Cryptocercidae). Naturwissenschaften 95: 859-867.	one measure
Chordata	Vertebrata	Actinopteri	Blenniiformes	Blenniidae	Salarias fasciatus	GCA_902148845.1	797507141		811740000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Chordata	Vertebrata	Actinopteri	Carangiformes	Carangidae	Seriola dumerili	GCA_002260705.1	677686174	LR-SR	723720000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Chordata	Vertebrata	Actinopteri	Carangiformes	Echeneidae	Echeneis naucrates	GCA_900963305.2	544229243		665040000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Characiformes	Serrasalmidae	Colossoma macropomum	GCA_904425465.1	1221847006		1467000000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus milii	GCA_018977255.1	991535955	LR	1897320000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Molossidae	Molossus molossus	GCA_014108415.1	2315568481	LR-SR	2356980000	NA	FIA	KC	SS, BO	2013	Smith, J.D.L., J.W. Bickham, and T.R. Gregory (2013). Patterns of genome size diversity in bats (order Chiroptera). Genome 56: 457-472.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Noctilionidae	Noctilio leporinus	GCA_004026585.1	2098501394	SR	2317860000	NA	FIA	SP	SS, BO	2013	Smith, J.D.L., J.W. Bickham, and T.R. Gregory (2013). Patterns of genome size diversity in bats (order Chiroptera). Genome 56: 457-472.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Phyllostomidae	Artibeus jamaicensis	GCA_014825515.1	2207618356	SR	2591700000	NA	FIA	LK, SP	SS, BO	2013	Smith, J.D.L., J.W. Bickham, and T.R. Gregory (2013). Patterns of genome size diversity in bats (order Chiroptera). Genome 56: 457-472.	most recent
Chordata	Vertebrata	Mammalia	Chiroptera	Phyllostomidae	Desmodus rotundus	GCA_002940915.2	2063808397	SR	2337420000	NA	FIA	SP	SS, BO	2013	Smith, J.D.L., J.W. Bickham, and T.R. Gregory (2013). Patterns of genome size diversity in bats (order Chiroptera). Genome 56: 457-472.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Phyllostomidae	Micronycteris hirsuta	GCA_004026765.1	2314654405	SR	2190720000	NA	FIA	KC	SS, BO	2013	Smith, J.D.L., J.W. Bickham, and T.R. Gregory (2013). Patterns of genome size diversity in bats (order Chiroptera). Genome 56: 457-472.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Phyllostomidae	Phyllostomus discolor	GCA_004126475.3	2108832841	LR-SR	2523240000	NA	FIA	LV	SS, BO	2013	Smith, J.D.L., J.W. Bickham, and T.R. Gregory (2013). Patterns of genome size diversity in bats (order Chiroptera). Genome 56: 457-472.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Pteropodidae	Eonycteris spelaea	GCA_003508835.1	1966861576	LR	2180940000	NA	FIA	LV	BO, SS	2009	Smith, J.D.L. and T.R. Gregory (2009). The genome sizes of megabats (Chiroptera: Pteropodidae) are remarkably constrained. Biology Letters 5: 347-351.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Pteropodidae	Macroglossus sobrinus	GCA_004027375.1	1897644983	SR	2102700000	NA	FIA	LV	BO, SS	2009	Smith, J.D.L. and T.R. Gregory (2009). The genome sizes of megabats (Chiroptera: Pteropodidae) are remarkably constrained. Biology Letters 5: 347-351.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Pteropodidae	Pteropus giganteus	GCA_902729225.1	1985219947		2132040000	NA	FIA	KC, LK	BO, SS	2009	Smith, J.D.L. and T.R. Gregory (2009). The genome sizes of megabats (Chiroptera: Pteropodidae) are remarkably constrained. Biology Letters 5: 347-351.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Pteropodidae	Rousettus aegyptiacus	GCA_014176215.1	1893602072	LR-SR	2063580000	NA	FIA	LK, LV	BO, SS	2009	Smith, J.D.L. and T.R. Gregory (2009). The genome sizes of megabats (Chiroptera: Pteropodidae) are remarkably constrained. Biology Letters 5: 347-351.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Vespertilionidae	Miniopterus schreibersii	GCA_004026525.1	1775846775	SR	1887540000	NA	FIA	KC	SS, BO	2013	Smith, J.D.L., J.W. Bickham, and T.R. Gregory (2013). Patterns of genome size diversity in bats (order Chiroptera). Genome 56: 457-472.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Vespertilionidae	Myotis lucifugus	GCA_000147115.1	2034575300	Sanger	2210280000	NA	FIA	KC, LV	SS, BO	2013	Smith, J.D.L., J.W. Bickham, and T.R. Gregory (2013). Patterns of genome size diversity in bats (order Chiroptera). Genome 56: 457-472.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus kuhlii	GCA_014108245.1	1775688541	LR-SR	1995120000	NA	FIA	KC	SS, BO	2013	Smith, J.D.L., J.W. Bickham, and T.R. Gregory (2013). Patterns of genome size diversity in bats (order Chiroptera). Genome 56: 457-472.	one measure
Arthropoda	Hexapoda	Insecta	Coleoptera	Coccinellidae	Harmonia axyridis	GCA_011033045.1	417140630	LR-SR	332520000	NA	FIA	HE	TM	2003	Gregory, T.R., O. Nedved, and S.J. Adamowicz (2003). C-value estimates for 31 species of ladybird beetles (Coleoptera: Coccinellidae). Hereditas 139: 121-127.	one measure
Arthropoda	Hexapoda	Insecta	Coleoptera	Coccinellidae	Cryptolaemus montrouzieri	GCA_013387265.1	988106770	LR-SR	782400000	NA	FIA	S	DM	2003	Gregory, T.R., O. Nedved, and S.J. Adamowicz (2003). C-value estimates for 31 species of ladybird beetles (Coleoptera: Coccinellidae). Hereditas 139: 121-127.	one measure
Chordata	Vertebrata	Aves	Coliiformes	Coliidae	Urocolius indicus	GCA_013401255.1	1109599764	SR	1496340000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Coraciiformes	Momotidae	Baryphthengus martii	GCA_013396935.1	1100876976	SR	1467000000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Cuculiformes	Crotophagidae	Crotophaga sulcirostris	GCA_013397455.1	1077958271	SR	1300740000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Actinopteri	Cyprinodontiformes	Aplocheilidae	Pachypanchax playfairii	GCA_006937955.1	669774067	SR	713940000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Elopiformes	Megalopidae	Megalops cyprinoides	GCA_013368585.1	959258046	LR-SR	958440000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Chordata	Vertebrata	Actinopteri	Esociformes	Esocidae	Esox lucius	GCA_011004845.1	918748614	LR-SR	1105140000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Gadiformes	Gadidae	Gadus morhua	GCA_902167405.1	669966409		909540000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Aves	Galliformes	Numididae	Numida meleagris	GCA_002078875.2	1043264150	SR	1212720000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Actinopteri	Gobiiformes	Gobiidae	Neogobius melanostomus	GCA_007210695.1	1003738541	LR	1242060000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
